5	0	p09r09n18.grace.hpc.yale.internal	2023-03-27 18:41:45	2023-03-27 19:02:34	1248.39	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run6_dataset_name-dentategyrus_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-10_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'dentategyrus', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 1, 'contrastive_flow_loss_weight': 10, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run6_dataset_name-dentategyrus_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-10_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
7	0	p09r09n18.grace.hpc.yale.internal	2023-03-27 18:41:45	2023-03-27 19:02:36	1250.83	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run8_dataset_name-dentategyrus_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-10_contrastive_flow_loss_weight-10_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'dentategyrus', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 10, 'contrastive_flow_loss_weight': 10, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run8_dataset_name-dentategyrus_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-10_contrastive_flow_loss_weight-10_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
4	0	p09r09n18.grace.hpc.yale.internal	2023-03-27 18:41:45	2023-03-27 19:02:39	1254.18	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run5_dataset_name-dentategyrus_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'dentategyrus', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 1, 'contrastive_flow_loss_weight': 1, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run5_dataset_name-dentategyrus_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
6	0	p09r09n18.grace.hpc.yale.internal	2023-03-27 18:41:45	2023-03-27 19:02:53	1268.23	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run7_dataset_name-dentategyrus_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-10_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'dentategyrus', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 10, 'contrastive_flow_loss_weight': 1, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run7_dataset_name-dentategyrus_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-10_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
0	138	p09r18n39.grace.hpc.yale.internal	2023-03-27 18:41:45	2023-03-27 19:07:32	1547.20	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run1_dataset_name-bonemarrow_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'bone marrow', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 1, 'contrastive_flow_loss_weight': 1, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run1_dataset_name-bonemarrow_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
14	1	p09r09n23.grace.hpc.yale.internal	2023-03-27 18:44:45	2023-03-27 19:08:23	1418.07	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run15_dataset_name-dentategyrus_lamanno_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-10_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'dentategyrus_lamanno', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 10, 'contrastive_flow_loss_weight': 1, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run15_dataset_name-dentategyrus_lamanno_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-10_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
1	135	p09r18n39.grace.hpc.yale.internal	2023-03-27 18:41:45	2023-03-27 19:08:59	1633.63	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run2_dataset_name-bonemarrow_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-10_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'bone marrow', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 1, 'contrastive_flow_loss_weight': 10, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run2_dataset_name-bonemarrow_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-10_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
2	138	p09r09n01.grace.hpc.yale.internal	2023-03-27 18:41:45	2023-03-27 19:12:40	1855.17	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run3_dataset_name-bonemarrow_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-10_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'bone marrow', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 10, 'contrastive_flow_loss_weight': 1, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run3_dataset_name-bonemarrow_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-10_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
12	1	p09r14n03.grace.hpc.yale.internal	2023-03-27 18:43:45	2023-03-27 19:13:36	1791.76	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run13_dataset_name-dentategyrus_lamanno_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'dentategyrus_lamanno', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 1, 'contrastive_flow_loss_weight': 1, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run13_dataset_name-dentategyrus_lamanno_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
8	0	p09r09n23.grace.hpc.yale.internal	2023-03-27 18:41:45	2023-03-27 19:14:09	1944.20	module load miniconda; conda activate FREDtake2; papermill "nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb" "papermilled/nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base/run9_dataset_name-pancreas_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0.ipynb" -k FREDtake2 -y "{'notebook': 'nbs/05 Benchmarks/05h Single Cell Dataset Benchmarker with PHATE base.ipynb', 'dataset_name': 'pancreas', 'sigma': 'automatic', 'flow_strength': 1, 'smoothness_weight': 0, 'flow_neighbor_loss_weight': 1, 'contrastive_flow_loss_weight': 1, 'diffdist_weight': 10, 'num_neighbors': 10, 'contrastive_loss_weight': 0, 'output_label': 'run9_dataset_name-pancreas_sigma-automatic_flow_strength-1_smoothness_weight-0_flow_neighbor_loss_weight-1_contrastive_flow_loss_weight-1_diffdist_weight-10_num_neighbors-10_contrastive_loss_weight-0'}"
